TAB_ID,title,abstract,journal,pmid,radiotracer_1_abstract,radiotracer_2_abstract,protein_1_abstract,DNA_1_abstract,cell_line_1_abstract
39195,"Evaluation of Pan-SSTRs Targeted Radioligand [64Cu]NOTA-PA1 Using Micro-PET Imaging in Xenografted Mice.","64Cu-labeled new pan-somatostatin receptors (pan-SSTRs) probe PA1 was synthesized, characterized, and evaluated by in vitro and in vivo experiments. [64Cu]NOTA-PA1 was obtained with high specific activity, high radiochemical purity, and good stability. Cell uptake of [64Cu]NOTA-PA1 was higher than that of [64Cu]DOTA-TATE in MCF-7, A549, BGC823, and HT-29 cell lines. [64Cu]NOTA-PA1 showed high binding affinity for SSTRs expressed in A549 cells. The in vivo biodistribution and micropositron emission tomography (micro-PET) imaging studies of [64Cu]NOTA-PA1 revealed good detection ability in MCF-7 and A549 xenografted nude mice. The radiosynthesis, quality control, and preliminary biological evaluation of [64Cu]NOTA-PA1 have broaden the application of radiolabeled octreotide for SSTRs imaging, which could act as a potential multisubtypes targeted radiotracer for imaging SSTRs-positive tumors.","ACS medicinal chemistry letters",32292548,[64Cu]NOTA-PA1,"radiolabeled octreotide",SSTRs,NULL,MCF-7
47446,"Immuno-PET imaging for non-invasive assessment of cetuximab accumulation in non-small cell lung cancer.","BACKGROUNDS
Overexpression of epidermal growth factor receptor (EGFR) has been established as a valid therapeutic target of non-small cell lung cancer (NSCLC). However, the clinical benefit of cetuximab as an EGFR-targeting drug is still controversial, partially due to the lack of effective means to identify suitable patients. This study aimed to investigate the potential of radiolabeled cetuximab as a non-invasive tool to predict cetuximab accumulation in NSCLC tumor xenografts with varying EGFR expression levels.


METHODS
The NSCLC tumors in model mice were subjected to in vivo biodistribution study and positron emission tomography (PET) imaging 48 h after injection of either 111In- or 64Cu-labeled cetuximab. The EGFR expression levels of NSCLC tumors were determined by ex vivo immunoblotting.


RESULTS
We found that tumors with high EGFR expression had significantly higher [111In]In-DOTA-cetuximab accumulation than tumors with moderate to low EGFR expression (P < 0.05). Strong correlations were found between [111In]In-DOTA-cetuximab tumor uptake and EGFR expression level (r = 0.893), and between [64Cu]Cu-DOTA-cetuximab tumor uptake with EGFR expression level (r = 0.915). PET imaging with [64Cu]Cu-DOTA-cetuximab allowed clear visualization of tumors.


CONCLUSION
Our findings suggest that this immuno-PET imaging can be clinically translated as a tool to predict cetuximab accumulation in NSCLC cancer patients prior to cetuximab therapy.","BMC cancer",31651282,[64Cu]Cu-DOTA-cetuximab,"64Cu-labeled cetuximab",EGFR,NULL,NULL
20752,"Initial Evaluation of AF78: a Rationally Designed Fluorine-18-Labelled PET Radiotracer Targeting Norepinephrine Transporter.","PURPOSE
Taking full advantage of positron emission tomography (PET) technology, fluorine-18-labelled radiotracers targeting norepinephrine transporter (NET) have potential applications in the diagnosis and assessment of cardiac sympathetic nerve conditions as well as the delineation of neuroendocrine tumours. However, to date, none have been used clinically. Drawbacks of currently reported radiotracers include suboptimal kinetics and challenging radiolabelling procedures.


PROCEDURES
We developed a novel fluorine-18-labelled radiotracer targeting NET, AF78, with efficient one-step radiolabelling based on the phenethylguanidine structure. Radiosynthesis of AF78 was undertaken, followed by validation in cell uptake studies, autoradiography, and in vivo imaging in rats.


RESULTS
[18F]AF78 was successfully synthesized with 27.9 ± 3.1 % radiochemical yield, > 97 % radiochemical purity and > 53.8 GBq/mmol molar activity. Cell uptake studies demonstrated essentially identical affinity for NET as norepinephrine and meta-iodobenzylgaunidine. Both ex vivo autoradiography and in vivo imaging in rats showed homogeneous and specific cardiac uptake.


CONCLUSIONS
The new PET radiotracer [18F]AF78 demonstrated high affinity for NET and favourable biodistribution in rats. A structure-activity relationship between radiotracer structures and affinity for NET was revealed, which may serve as the basis for the further design of NET targeting radiotracers with favourable features.","Molecular imaging and biology",31332629,[18F]AF78,"fluorine-18-labelled radiotracer",NULL,NET,NULL
55798,"Differentiation of soft tissue and bone sarcomas from benign lesions utilizing 18F-FDG PET/CT-derived parameters.","BACKGROUND
Accurate differentiation between malignant and benign changes in soft tissue and bone lesions is essential for the prevention of unnecessary biopsies and surgical resection. Nevertheless, it remains a challenge and a standard diagnosis modality is urgently needed. The objective of this study was to evaluate the usefulness of 18F-fluorodeoxyglucose (18F-FDG) PET/CT-derived parameters to differentiate soft tissue sarcoma (STS) and bone sarcoma (BS) from benign lesions.


METHODS
Patients who had undergone pre-treatment 18F-FDG PET/CT imaging and subsequent pathological diagnoses to confirm malignant (STS and BS, n = 37) and benign (n = 33) soft tissue and bone lesions were retrospectively reviewed. The tumor size, PET and low-dose CT visual characteristics, maximum standardized uptake value (SUVmax), metabolic tumor volume (MTV), total lesion glycolysis (TLG), and heterogeneous factor (HF) of each lesion were measured. Univariate and multivariate logistic regression analyses were conducted to determine the significant risk factors to distinguish sarcoma from benign lesions. To establish a regression model based on independent risk factors, and the receiver operating characteristic curves (ROCs) of individual parameters and their combination were plotted and compared. Conventional imaging scans were re-analyzed, and the diagnostic performance compared with the regression model.


RESULTS
Univariate analysis results revealed that tumor size, SUVmax, MTV, TLG, and HF of 18F-FDG PET/CT imaging in the STS and BS group were all higher than in the benign lesions group (all P values were < 0.01). The differences in the visual characteristics between the two groups were also all statistically significant (P < 0.05). However, the multivariate regression model only included SUVmax and HF as independent risk factors, for which the odds ratios were 1.135 (95%CI: 1.026 ~ 1.256, P = 0.014) and 7.869 (95%CI: 2.119 ~ 29.230, P = 0.002), respectively. The regression model was constructed using the following expression: Logit (P) = - 2.461 + 0.127SUVmax + 2.063HF. The area under the ROC was 0.860, which was higher than SUVmax (0.744) and HF (0.790). The diagnostic performance of the regression model was superior to those of individual parameters and conventional imaging.


CONCLUSION
The regression model including SUVmax and HF based on 18F-FDG PET/CT imaging may be useful for differentiating STS and BS from benign lesions.","BMC medical imaging",32711449,18F-FDG,"18F-FDG PET/CT",STS,ROC,NULL
62216,"pH-Responsive Carboxymethylcellulose Nanoparticles for 68Ga-WBC Labeling in PET Imaging.","Carboxymethylcellulose (CMC) is a well-known pharmaceutical polymer, recently gaining attention in the field of nanomedicine, especially as a polyelectrolyte agent for the formation of complexes with oppositely charged macromolecules. Here, we report on the application of pH-sensitive pharmaceutical grade CMC-based nanoparticles (NP) for white blood cells (WBC) PET imaging. In this context and as an alternative to 99mTc-HMPAO SPECT labeling, the use of 68Ga3+ as PET radionuclide was investigated since, at early time points, it could provide the greater spatial resolution and patient convenience of PET tomography over SPECT clinical practices. Two operator-friendly kit-type formulations were compared, with the intention of radiolabeling within a short time (10 min), under mild conditions (physiological pH, room temperature) and in agreement with the actual clinically applied guidelines. NP were labeled by directly using 68Ga3+ eluted in HCL 0.05 N, from hospital suited 68Ge/68Ga generator and in absence of chelator. The first kit type approach involved the application of 68Ga3+ as an ionotropic gelation agent for in-situ forming NP. The second kit type approach concerned the re-hydration of a proper freeze-dried injectable NP powder. pH-sensitive NP with 250 nm average diameter and 80% labeling efficacy were obtained. The NP dispersant medium, including a cryoprotective agent, was modulated in order to optimize the Zeta potential value (-18 mV), minimize the NP interaction with serum proteins and guarantee a physiological environment for WBC during NP incubation. Time-dependent WBC radiolabeling was correlated to NP uptake by using both confocal and FT-IR microscopies. The ready to use lyophilized NP formulation approach appears promising as a straightforward 68Ga-WBC labeling tool for PET imaging applications.",Polymers,31590371,68Ga-WBC,68Ga3+,"serum proteins",NULL,NULL
64260,"The relationship between cholecystokinin secretion and pancreatic [11C]methionine uptake in patients after partial pancreaticoduodenectomy.","OBJECTIVE
The pancreatic uptake of [11C]methionine ([11C]MET) is associated with beta-cell function and insulin secretion, but [11C]MET uptake and its relationship with exocrine pancreatic performance are less well studied. The postprandial release of cholecystokinin (CCK) depends on gastric emptying velocity and triggers exocrine pancreas secretion. Therefore, we assumed that high postprandial CCK concentrations stimulate the uptake of [11C]MET in the residual pancreas following pancreaticoduodenectomy.


METHODS
Nineteen tumor-free patients after pancreaticoduodenectomy (median age: 64; 25/75 quantile: 56-67 years); ten males, nine females and ten healthy controls (median age: 24; 25/75 quantile: 23.8-26 years) were given a mixed meal. Plasma CCK, insulin and glucose concentrations were measured before and at 10, 20, 30, 60, 90, 150 and 180 min after ingestion. Simultaneously, 800 MBq of [11C]MET were administered and the activity [maximum tissue standardized uptake values (SUVmax)] over the pancreas was measured using PET-CT at 15, 30 and 60 min after injection.


RESULTS
Integrated CCK (AUC30) correlated with SUVmax (AUC60, R2 = 0.45, p value = 0.0013). Multivariate analysis revealed postprandial insulin (AUC60) and CCK concentrations and young age as significant independent predictors of [11C] methionine uptake.


CONCLUSION
The association between CCK concentrations and pancreatic [11C]MET uptake might indicate a causal relationship. Further research should assess whether [11C]MET uptake could serve as a less invasive tool to assess exocrine pancreas activity.","Annals of nuclear medicine",32654031,[11C]MET,"[11C] methionine",PET-CT,NULL,NULL
1410,"Automated Synthesis of Fluorine-18 Labeled CXCR4 Ligand via the Conjugation with Nicotinic Acid N-Hydroxysuccinimide Ester (6-[18F]SFPy).","The C-X-C motif chemokine receptor 4 (CXCR4) is a seven-transmembrane G protein-coupled receptor that is overexpressed in numerous diseases, particularly in various cancers and is a powerful chemokine, attracting cells to the bone marrow niche. Therefore, CXCR4 is an attractive target for imaging and therapeutic purposes. The goal of this study is to develop an efficient, reproducible, and straightforward method to prepare a fluorine-18 labeled CXCR4 ligand. 6-[18F]Fluoronicotinic acid-2,3,5,6-tetrafluorophenyl ester (6-[18F]FPy-TFP) and nicotinic acid N-hydroxysuccinimide ester (6-[18F]SFPy) have been prepared using 'fluorination on the Sep-Pak' method. Conjugation of 6-[18F]SFPy or 6-[18F]FPy-TFP with the alpha-amino group at the N terminus of the protected T140 precursor followed by deprotection, yielded the final product 6-[18F]FPy-T140. The overall radiochemical yields were 6-17% (n = 15, decay-corrected) in a 90-min radiolabeling time with a radiochemical purity >99%. 6-[18F]FPy-T140 exhibited high specific binding and nanomolar affinity for CXCR4 in vitro, indicating that the biological activity of the peptide was preserved. For the first time, [18F]SFPy has been prepared using 'fluorination on the Sep-Pak' method that allows rapid automated synthesis of 6-[18F]FPy-T140. In addition to increased synthetic efficiency, this construct binds with CXCR4 in high affinity and may have potential as an in vivo positron emission tomography (PET) imaging agent. This radiosynthesis method should encourage wider use of this PET agent to quantify CXCR4 in both research and clinical settings.","Molecules (Basel, Switzerland)",32867358,6-[18F]FPy-T140,"6-[18F]Fluoronicotinic acid-2,3,5,6-tetrafluorophenyl ester",CXCR4,NULL,NULL
25153,"Synthesis and evaluation of N-isopropyl-p-[11C]methylamphetamine as a novel cerebral blood flow tracer for positron emission tomography.","INTRODUCTION
Increases in fasting plasma glucose (PG) levels lead to a decrease in 2-deoxy-2-[18F]fluoro-D-glucose ([18F]FDG) uptake in the normal brain, especially in the precuneus, resulting in an Alzheimer's disease (AD)-like uptake pattern. Therefore, patients with higher PG levels, such as those with diabetes, can be erroneously diagnosed with AD when positron emission tomography (PET) imaging is done using [18F]FDG, due to reduced uptake of [18F]FDG in the precuneus. To help avoid an erroneous diagnosis of AD due to differences in glucose metabolism, evaluating cerebral blood flow (CBF) in the brain is useful. However, current techniques such as single photon emission computed tomography (SPECT) and [15O]H2O PET have limitations regarding early diagnosis of AD because the images they produce are of low resolution. Here, we developed a novel CBF PET tracer that may be more useful than [18F]FDG for diagnosis of AD.


METHODS
We synthesized and evaluated N-isopropyl-p-[11C]methylamphetamine ([11C]4) as a carbon-11-labeled analogue of the standard CBF SPECT tracer N-isopropyl-p-[123I]iodoamphetamine. Fundamental biological evaluations such as biodistribution, peripheral metabolism in mice, and brain kinetics of [11C]4 in non-human primates with PET with successive measurement of [15O]H2O were performed.


RESULTS
[11C]4 was synthesized by methylation of the corresponding tributyltin precursor (2) with [11C]MeI in a palladium-promoted Stille cross-coupling reaction. The brain uptake of [11C]4 in mice peaked at 5-15 min after injection and then promptly decreased. Most radioactivity in the brain was detected in the unchanged form, although in the periphery, [11C]4 was rapidly metabolized to hydrophilic components. Acetazolamide (AZM) treatment significantly increased the brain uptake of [11C]4 without affecting the blood levels of radioactivity in mice. Preliminary kinetics analysis showed that the K1 of [11C]4 reflected regional CBF in a vehicle-treated monkey, but that the K1 did not reflect CBF in higher flow regions after AZM loading.


CONCLUSION
[11C]4 is a potential novel CBF PET tracer. Further validation studies are needed before [11C]4 can be used in humans.","EJNMMI research",33000345,[11C]4,"carbon-11-labeled analogue",CBF,NULL,NULL
27117,"[18F]-JK-PSMA-7 PET/CT Under Androgen Deprivation Therapy in Advanced Prostate Cancer.","PURPOSE
PSMA imaging is frequently used for monitoring of androgen deprivation therapy (ADT) in prostate cancer. In a previous study, [18F]-JK-PSMA-7 exhibited favorable properties for tumor localization after biochemical recurrence. In this retrospective study, we evaluated the performance of [18F]-JK-PSMA-7 under ADT.


PROCEDURES
We examined the performance of [18F]-JK-PSMA-7 in 70 patients (first cohort) with increasing or detectable PSA values under ADT (PSA < 2 ng/ml for 21/70 patients). We further analyzed 58 independent patients with PSA levels < 2 ng/ml under ADT, who were imaged with [68Ga]PSMA-11 or [18F]DCFPyL (second cohort). Finally, we compared detection rates between [18F]-JK-PSMA-7, [68Ga]PSMA-11, and [18F]DCFPyL.


RESULTS
In the first cohort, we detected [18F]-JK-PSMA-7-positive lesions in 63/70 patients. In patients with PSA levels ≥ 2 ng/ml, the detection rate was 100 % (49/49). In patients with PSA < 2 ng/ml, the detection rate was significantly lower (66.7 %, 14/21, p = 9.7 × 10-5) and dropped from 85.7 % (12/14, PSA levels between 0.3 and 2.0 ng/ml) to 28.6 % (2/7) for PSA levels < 0.3 ng/ml (p = 1.73 × 10-2). In the second cohort (PSA < 2 ng/ml), the detection rate was 79.3 % (46/58) for [68Ga]PSMA-11 or [18F]DCFPyL. Again, the detection rate was significantly higher (p = 1.1 × 10-2) for patients with PSA levels between 0.3 and 2.0 ng/ml (87.0 %, 40/46) relative to those with PSA levels < 0.3 ng/ml (50 %, 6/12). No significant difference was found between [18F]-JK-PSMA-7 and [68Ga]PSMA-11 or [18F]DCFPyL in patients with PSA levels < 2 ng/ml (p = 0.4295).


CONCLUSION
[18F]-JK-PSMA-7 PET showed a high detection rate in patients with PSA levels ≥ 0.3 ng/ml under ADT. The lower PSA threshold of 0.3 ng/ml for high detection rates was consistent across the three PSMA ligands. Thus, PSMA imaging is suitable for clinical follow-up of patients with increasing PSA levels under ADT.","Molecular imaging and biology",33006028,[18F]-JK-PSMA-7,6/12),PSA,NULL,NULL
45728,"Synthesis and evaluation of NLRP3-inhibitory sulfonylurea [11C]MCC950 in healthy animals.","The diaryl sulfonylurea MCC950/CRID3 is a potent NLRP3 inhibitor (IC50 = 8 nM) and, in animal models, MCC950 protects against numerous NLRP3-related neurodegenerative disorders. To evaluate the brain uptake and investigate target engagement of MCC950, we synthesised [11C-urea]MCC950 via carrier added [11C]CO2 fixation chemistry (activity yield = 237 MBq; radiochemical purity >99%; molar activity = 7 GBq/µmol; radiochemical yield (decay-corrected from [11C]CO2) = 1.1%; synthesis time from end-of-bombardment = 31 min; radiochemically stable for >1 h). Despite preclinical efficacy in neurodegeneration studies, preclinical positron emission tomography (PET) imaging studies in mouse, rat and rhesus monkey revealed poor brain uptake of low molar activity [11C]MCC950 and rapid washout. In silico prediction tools suggest efflux transporter liabilities for MCC950 at microdoses, and this information should be taken into account when developing next generation NLRP3 inhibitors and/or PET radiotracers.","Bioorganic & medicinal chemistry letters",32312583,[11C]MCC950,[11C]CO2) ,NLRP3,NULL,NULL
6110,"Biodistribution, pharmacokinetics, dosimetry of [68Ga]Ga-DOTA.SA.FAPi, and the head-to-head comparison with [18F]F-FDG PET/CT in patients with various cancers.","PURPOSE
[68Ga]Ga-labeled fibroblast activation protein inhibitors ([68Ga]Ga-FAPi) have shown promising preclinical and clinical results in PET imaging. The present study aimed to evaluate the biodistribution, pharmacokinetics, and dosimetry of [68Ga]Ga-DOTA.SA.FAPi, another modified FAPi tracer, and performed a head-to-head comparison with [18F]F-FDG PET/CT scans in patients with various cancers.


METHODS
In this prospective study, patients underwent both [18F]F-FDG and [68Ga]Ga-DOTA.SA.FAPi PET/CT scans 60 min post-injection (p.i.). Dosimetry studies were conducted in three patients using [68Ga]Ga-DOTA.SA.FAPi serial time-point imaging. The absorbed dose was calculated using OLINDA/EXM 2.2 software. Quantification of the uptake of the tracers was assessed using standardized uptake values corrected for lean body mass (SUL).


RESULTS
Fifty-four patients (mean age; 48.4 years) with 14 types of cancers involving 37% breast, 24% lung, 7.4% head and neck (H&N), and remaining 31.6% patients with other histologies were evaluated prospectively. Physiological uptake of [68Ga]Ga-DOTA.SA.FAPi was observed in the liver, kidneys, pancreas, heart contents, and to a lesser extent in the lacrimals, oral mucosa, salivary glands, and thyroid glands. Uptake in the target lesions on [68Ga]Ga-DOTA.SA.FAPi scan was initiated at 10 min, and no additional lesions were detected in the delayed acquisition time points. The pancreas was the organ with the highest absorbed dose (5.46E-02 mSv/MBq). While the patient-based comparison between the radiotracers revealed complete concordance in the detection of primary, pleural thickening, bone and liver metastases, and second primary malignancy, discordant findings were observed in the detection of lymph node (7.5%), lung nodules (5.6%), and brain metastases (2%). According to the site of primary disease, patients with H&N cancers demonstrated the highest SULpeak and average (avg) values on [68Ga]Ga-DOTA.SA-FAPi which was similar to the values of [18F]F-FDG [(SULpeak: 15.4 vs. 14.2; P-0.680) (SULavg: 8.3 vs. 7.9; P-0.783)]. The lowest uptake was observed in lung cancers with both the radiotracers [(SULpeak: 5.8 vs. 7.4; P-0.238) (SULavg: 4.9 vs. 5.3; P-0.313)]. A significantly higher SULpeak and SULavg for brain metastases to normal brain parenchyma ratios were observed on [68Ga]Ga-DOTA.SA.FAPi in contrast to the [18F]F-FDG values {SULpeak: median: 59.3 (IQR: 33.5-130.8) versus 1.5 (1-2.3); P-0.028}. Except for brain metastases, comparable SULpeak and average values were noted between the radiotracers in all other regions of metastases with no significant difference.


CONCLUSION
[68Ga]Ga-DOTA.SA.FAPi is a promising alternative among the FAPI class of molecules and performed well as compared to standard-of-care radiotracer [18F]F-FDG in the diagnosis of various cancers.","European journal of nuclear medicine and molecular imaging",33244617,[18F]F-FDG,"[(SULpeak: 5.8 vs. 7.4; P-0.238)",NULL,NULL,NULL
69247,"[18F]Fluorocholine PET/CT-guided stereotactic body radiotherapy in patients with recurrent oligometastatic prostate cancer.","BACKGROUND
In the last years, functional imaging has given a significant contribution to the clinical decision-making of biochemically relapsed prostate cancer (PCa). Hereby, we present a prospective study aiming to validate the role of [18F]Fluoro-Methyl Choline ([18F]FMCH) PET/CT in the selection of PCa patients suitable for stereotactic body radiotherapy (SBRT).


METHODS
Patients with biochemical recurrence limited up to three lesions revealed by [18F]FMCH PET/CT were enrolled in the present study and treated with SBRT on all active lesions. Systemic therapy-free survival since the [18F]FMCH PET/CT was considered as the primary endpoint.


RESULTS
Forty-six patients were evaluated, and a total of 67 lesions were treated. After a median follow-up of 28.9 months, systemic therapy was started in 30 patients (65.2%) and median systemic therapy-free survival was 39.1 months (95% CI 6.5-68.6); 6, 12, and 24-month ratios were 93.5%, 73.9%, and 63.1%, respectively. At univariate Cox regression analysis, Delta PSA demonstrated an impact on systemic therapy-free survival (p < 0.001).


CONCLUSIONS
Based on our findings, [18F]FMCH PET/CT can identify oligometastatic prostate cancer patients suitable for SBRT, resulting in a systemic therapy-free survival of 39.1 months.","European journal of nuclear medicine and molecular imaging",31620808,[18F]FMCH,"[18F]Fluoro-Methyl Choline",NULL,NULL,NULL
72813,"Head and neck tumors angiogenesis imaging with 68Ga-NODAGA-RGD in comparison to 18F-FDG PET/CT: a pilot study.","BACKGROUND
Angiogenesis plays an important role in head and neck squamous cell carcinoma (HNSCC) progression. This pilot study was designed to compare the distribution of 68Ga-NODAGA-RGD PET/CT for imaging αvβ3 integrins involved in tumor angiogenesis to 18F-FDG PET/CT in patients with HNSCC.


MATERIAL AND METHODS
Ten patients (aged 58.4 ± 8.3 years [range, 44-73 years], 6 males, 4 females) with a total of 11 HNSCC were prospectively enrolled. Activity mapping and standard uptake values (SUV) from both 68Ga-NODAGA-RGD and 18F-FDG PET/CT scans were recorded for primary tumor and compared with the Wilcoxon signed-rank test. The relation between the SUV of both tracers was assessed using the Spearman correlation.


RESULTS
All HNSCC tumors were visible with both tracers. Quantitative analysis showed higher 18F-FDG SUVmax in comparison to 68Ga-NODAGA-RGD (14.0 ± 6.1 versus 3.9 ± 1.1 g/mL, p = 0.0017) and SUVmean (8.2 ± 3.1 versus 2.0 ± 0.8 g/mL, p = 0.0017). Both 18F-FDG and 68Ga-NODAGA-RGD uptakes were neither correlated with grade, HPV status nor p16 protein expression (p ≥ 0.17).


CONCLUSION
All HNSCC tumors were detected with both tracers with higher uptake with 18F-FDG, however. 68Ga-NODAGA-RGD has a different spatial distribution than 18F-FDG bringing different tumor information.


TRIAL REGISTRATION
NCT, NCT02666547. Registered 12.8.2012.","EJNMMI research",32382869,18F-FDG,"18F-FDG SUVmax","αvβ3 integrins",NULL,NULL
9954,"18F-FDG PET/CT and whole-body MRI diagnostic performance in M staging for non-small cell lung cancer: a systematic review and meta-analysis.","OBJECTIVES
To evaluate the diagnostic test accuracy of 18F-fluorodeoxyglucose positron emission tomography/computed tomography (18F-FDG PET/CT), whole-body magnetic resonance imaging (WB-MRI), and whole-body diffusion-weighted imaging (WB-DWI) for the detection of metastases in patients with non-small cell lung cancer (NSCLC).


METHODS
MEDLINE, Embase, and Cochrane Library databases were searched up to June 2019. Studies were selected if they reported data that could be used to construct contingency tables to compare 18F-FDG PET/CT, WB-MRI, and WB-DWI. Two authors independently extracted data on study characteristics and assessed methodological quality using the Quality Assessment of Diagnostic Accuracy Studies. Forest plots were generated for sensitivity and specificity of 18F-FDG PET/CT, WB-MRI, and whole-body diffusion-weighted imaging (WB-DWI). Summary receiver operating characteristic plots were created.


RESULTS
The 4 studies meeting inclusion criteria had a total of 564 patients and 559 lesions, 233 of which were metastases. In studies of 18F-FDG PET/CT, the pooled estimates of sensitivity and specificity were 0.83 (95% confidence interval [CI], 0.54-0.95) and 0.93 (95% CI, 0.87-0.96), respectively. For WB-MRI, pooled sensitivity was 0.92 (95% CI, 0.18-1.00) and pooled specificity was 0.93 (95% CI, 0.85-0.95). Pooled sensitivity and specificity for WB-DWI were 0.78 (95% CI, 0.46-0.93) and 0.91 (95% CI, 0.79-0.96), respectively. There was no statistical difference between the diagnostic odds ratio of WB-MRI and WB-DWI compared with that of PET/CT (p = 0.186 for WB-DWI; p = 0.638 for WB-MRI).


CONCLUSION
WB-MRI and DWI are radiation-free alternatives with comparable diagnostic performance to 18F-FDG PET/CT for M staging of NSCLC.


KEY POINTS
• Whole-body MRI with or without diffusion-weighted imaging has a high accuracy for the diagnostic evaluation of metastases in patients with non-small cell lung cancer. • Whole-body MRI may be used as a non-invasive and radiation-free alternative to positron emission tomography with CT with similar diagnostic performance.","European radiology",32125513,18F-fluorodeoxyglucose,"18F-FDG PET/CT",CT,NULL,NULL
1329,"Emerging F-18-Labelled PET Myocardial Perfusion Tracers.","PURPOSE OF REVIEW
PET myocardial perfusion imaging (MPI) is an established modality for the evaluation of ischemic heart disease and quantitation of myocardial blood flow (MBF). New F-18-labelled radiopharmaceuticals have been recently developed to overcome some of the limitations of currently used tracers such as the need of an on-site cyclotron. The characteristics of the new tracers and the clinical results obtained so far will be reviewed.


RECENT FINDINGS
Most of the interest in the field of 18F-labelled radiotracers for PET MPI has been concentrated on MC-1 inhibitors, the prototype of which is 18F-flurpiridaz. It was shown in experimental and clinical reports that these radiotracers allow good quality rest/stress MPI studies and a reliable quantitation of MBF. Recent evidence suggests that PET MPI with 18F-flurpiridaz may provide a superior diagnostic accuracy for obstructive CAD even if a large comparative clinical trial with SPECT is still ongoing.","Current cardiology reports",32772178,18F-flurpiridaz,"18F-labelled radiotracers",NULL,NULL,NULL
14816,"In vivo Characterization of Four 18F-Labeled S1PR1 Tracers for Neuroinflammation.","PURPOSE
The sphingosine-1-phosphate receptor 1 (S1PR1) is an important biomarker for imaging inflammation in the central nervous system (CNS). Herein, we report our recent evaluation of four 18F-labeled S1PR1 tracers (18F-TZ43113, 18F-TZ35104, 18F-TZ4877, and 18F-TZ4881) in a rat model of multiple sclerosis (MS).


PROCEDURES
MicroPET studies of each tracer's uptake and kinetics were performed in an experimental autoimmune encephalomyelitis (EAE) rat model of MS to quantify upregulated S1PR1 expression in the lumbar spinal cord of EAE rats. Western blot analysis was conducted to confirm the differences in the expression of S1PR1 protein level between EAE and sham rats. Radiometabolite analysis was performed for the most promising candidate in rats.


RESULTS
All four S1PR1 tracers detected increased S1PR1 levels in response to neuroinflammation in the lumbar spinal cord of EAE rats, which was supported by western blot results. The ranked order of tracer uptake in rat spinal cord was 18F-TZ4877 > 18F-TZ4881 > 18F-TZ35104 > 18F-TZ43113. 18F-TZ4877 had the highest uptake of the four tracers and showed good kinetic modeling fits in rat spinal cord using an image-based method of arterial blood input function. Radiometabolite analysis of 18F-TZ4877 showed good in vivo stability with no major radiometabolite accumulation in the rat brain.


CONCLUSION
Among these four new PET tracers, 18F-TZ4877 showed the most favorable profile for assessing S1PR1 expression in the EAE rat model of MS. Further characterization of these radiotracers in other models of neuroinflammation is warranted to identify a promising 18F-labeled tracer for imaging S1PR1 in vivo.","Molecular imaging and biology",32602083,18F-TZ4877,"18F-labeled tracer",S1PR1,NULL,NULL
15088,"Coexisting Somatostatin Receptor Expressing Gastric Neuroendocrine Tumor Primary and Lymph Nodal Tuberculosis on 68Ga-DOTANOC Positron Emission Tomography/Computed Tomography.","Gastric neuroendocrine tumors (G-NETs) express somatostatin receptors (SSTR), which can be imaged using radiolabeled somatostatin analogs, including 68Ga-DOTA octreotide analogs. SSTR expression is also seen in activated lymphocytes and macrophages, which might result in false-positive results on SSTR imaging, in patients with coexistent granulomatous pathologies including tuberculosis, sarcoidosis, and Wegener's granulomatosis. We present a case where 68Ga-DOTANOC positron emission tomography/computed tomography (PET/CT) showed primary G-NET, with SSTR expressing nonregional lymph nodes which on histopathology showed necrotizing granulomas with Langhans histiocytes. Antitubercular therapy was started, and a decrease in size and SSTR expression in involved lymph nodes was noted on follow-up 68Ga-DOTANOC PET/CT.","Indian journal of nuclear medicine : IJNM : the official journal of the Society of Nuclear Medicine, India",33082684,68Ga-DOTANOC,"68Ga-DOTA octreotide analogs",SSTR,NULL,NULL
